,Sheet Name,Primary,Client Name,Est,Estimate Name,Month of Service,Product Name,Ordered,Status,Publisher,Billed,Missing Invoice/Incorrect Placement,Assigned To,Due Date,Placement name,Placement ID,Actual Net Billable,Approval Status,Estimate Status
282,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-06-01,Fees,674.52,Approved,DBLVERIF,765.99,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1NKCM6,0.0,Fee Buy: Unknown,
283,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-06-01,Fees,674.52,Approved,DBLVERIF,765.99,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3YRQ,296.25,Fee Buy: Unknown,
284,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-06-01,Fees,423.62,Approved,DCM,651.96,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3JXC,423.62,Fee Buy: Unknown,
285,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,6745.19,Approved,CLINCH,0.0,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_CLINCH_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3JY5,16501.12,Fee Buy: Unknown,
286,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,674.52,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3JXV,67.21,Fee Buy: Unknown,
287,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,674.52,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1NKCM6,224.84,Fee Buy: Unknown,
288,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,674.52,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3YRQ,224.84,Fee Buy: Unknown,
289,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,674.52,Approved,DCM,0.0,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3JXC,902.86,Fee Buy: Unknown,
290,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,516.89,Approved,DBLVERIF,674.52,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3JXV,67.21,Fee Buy: Unknown,
291,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,516.89,Approved,DBLVERIF,674.52,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1NKCM6,224.84,Fee Buy: Unknown,
292,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,516.89,Approved,DBLVERIF,674.52,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3YRQ,224.84,Fee Buy: Unknown,
293,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,902.86,Approved,DCM,674.52,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3JXC,902.86,Fee Buy: Unknown,
294,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-08-01,Fees,7080.25,Approved,CLINCH,0.0,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_CLINCH_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3JY5,7080.25,Fee Buy: Unknown,
295,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-08-01,Fees,708.02,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1NKCM6,236.01,Fee Buy: Unknown,
296,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-08-01,Fees,708.02,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3YRQ,236.01,Fee Buy: Unknown,
297,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-08-01,Fees,708.02,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3JXV,236.0,Fee Buy: Unknown,
298,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75616,Evergreen_Prog_Auction_Cross C,2021-08-01,Fees,708.02,Approved,DCM,0.0,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3JXC,708.02,Fee Buy: Unknown,
299,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75617,Evergreen_Prog_Auction_Cross C,2021-06-01,Basebuy,56868.14,Approved,CANVAS,57082.44,,Luke Goldstein,2021-08-05,CEN_COL_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Col - Amazon - Autos - 1PD_0x0_None_DVFB_NON_N_No Button_N_NON,P1NKCMM,11476.15,"Media Buy (Ordered <> Billable): Delta = $45,391.99",Dependent
300,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75617,Evergreen_Prog_Auction_Cross C,2021-06-01,Basebuy,56868.14,Approved,CANVAS,57082.44,,Luke Goldstein,2021-08-05,CEN_COL_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Col - DV360 - TrV_0x0_None_DVFB_NON_N_No Button_N_NON,P1K3K7Z,15028.99,"Media Buy (Ordered <> Billable): Delta = $41,839.15",Dependent
301,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75617,Evergreen_Prog_Auction_Cross C,2021-06-01,Basebuy,56868.14,Approved,CANVAS,57082.44,,Luke Goldstein,2021-08-05,CEN_COL_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Col - TTD - Basic_0x0_None_DVFB_NON_N_No Button_N_NON,P1K3K7L,30354.83,"Media Buy (Ordered <> Billable): Delta = $26,513.31",Dependent
302,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75617,Evergreen_Prog_Auction_Cross C,2021-07-01,Basebuy,75236.44,Approved,CANVAS,0.0,,Luke Goldstein,2021-07-06,CEN_COL_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Col - DV360 - TrV_0x0_None_DVFB_NON_N_No Button_N_NON,P1K3K7Z,15930.19,"Media Buy (Ordered <> Billable): Delta = $59,306.25",Dependent
303,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75617,Evergreen_Prog_Auction_Cross C,2021-07-01,Basebuy,75236.44,Approved,CANVAS,0.0,,Luke Goldstein,2021-07-06,CEN_COL_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Col - Amazon - Autos - 1PD_0x0_None_DVFB_NON_N_No Button_N_NON,P1NKCMM,12546.48,"Media Buy (Ordered <> Billable): Delta = $62,689.96",Dependent
304,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75617,Evergreen_Prog_Auction_Cross C,2021-07-01,Basebuy,75236.44,Approved,CANVAS,0.0,,Luke Goldstein,2021-07-06,CEN_COL_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Col - TTD - Basic_0x0_None_DVFB_NON_N_No Button_N_NON,P1K3K7L,33069.8,"Media Buy (Ordered <> Billable): Delta = $42,166.64",Dependent
305,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75617,Evergreen_Prog_Auction_Cross C,2021-08-01,Basebuy,63567.54,Approved,CANVAS,0.0,,Luke Goldstein,2021-08-05,CEN_COL_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Col - Amazon - Autos - 1PD_0x0_None_DVFB_NON_N_No Button_N_NON,P1NKCMM,12848.76,"Media Buy (Ordered <> Billable): Delta = $50,718.78",Dependent
306,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75617,Evergreen_Prog_Auction_Cross C,2021-08-01,Basebuy,63567.54,Approved,CANVAS,0.0,,Luke Goldstein,2021-08-05,CEN_COL_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Col - DV360 - TrV_0x0_None_DVFB_NON_N_No Button_N_NON,P1K3K7Z,16906.26,"Media Buy (Ordered <> Billable): Delta = $46,661.28",Dependent
307,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75617,Evergreen_Prog_Auction_Cross C,2021-08-01,Basebuy,63567.54,Approved,CANVAS,0.0,,Luke Goldstein,2021-08-05,CEN_COL_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Col - TTD - Basic_0x0_None_DVFB_NON_N_No Button_N_NON,P1K3K7L,33812.52,"Media Buy (Ordered <> Billable): Delta = $29,755.02",Dependent
308,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-06-01,Fees,303.63,Approved,DBLVERIF,299.87,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1NKYWF,210.69,Fee Buy: Unknown,
309,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-06-01,Fees,303.63,Approved,DBLVERIF,299.87,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3YRY,292.55,Fee Buy: Unknown,
310,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-06-01,Fees,303.63,Approved,DBLVERIF,299.87,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3KP1,101.21,Fee Buy: Unknown,
311,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-06-01,Fees,604.45,Approved,DBLVERIF,303.63,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1NKYWF,210.69,Fee Buy: Unknown,
312,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-06-01,Fees,604.45,Approved,DBLVERIF,303.63,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3YRY,292.55,Fee Buy: Unknown,
313,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-06-01,Fees,604.45,Approved,DBLVERIF,303.63,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3KP1,101.21,Fee Buy: Unknown,
314,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-06-01,Fees,222.3,Approved,DCM,303.63,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3K8C,222.3,Fee Buy: Unknown,
315,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,3306.98,Approved,CLINCH,0.0,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_CLINCH_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3KPQ,7803.5,Fee Buy: Unknown,
316,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,330.71,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3KP1,110.23,Fee Buy: Unknown,
317,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,330.71,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3YRY,110.24,Fee Buy: Unknown,
318,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,330.71,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1NKYWF,0.76,Fee Buy: Unknown,
319,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,330.7,Approved,DCM,0.0,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3K8C,412.03,Fee Buy: Unknown,
320,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,221.23,Approved,DBLVERIF,330.71,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3KP1,110.23,Fee Buy: Unknown,
321,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,221.23,Approved,DBLVERIF,330.71,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3YRY,110.24,Fee Buy: Unknown,
322,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,221.23,Approved,DBLVERIF,330.71,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1NKYWF,0.76,Fee Buy: Unknown,
323,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,412.03,Approved,DCM,330.7,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3K8C,412.03,Fee Buy: Unknown,
324,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-08-01,Fees,3381.25,Approved,CLINCH,0.0,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_CLINCH_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3KPQ,3381.25,Fee Buy: Unknown,
325,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-08-01,Fees,338.13,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3KP1,112.71,Fee Buy: Unknown,
326,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-08-01,Fees,338.13,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1NKYWF,112.71,Fee Buy: Unknown,
327,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-08-01,Fees,338.13,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3YRY,112.71,Fee Buy: Unknown,
328,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75618,Evergreen_Prog_Auction_Cross C,2021-08-01,Fees,338.13,Approved,DCM,0.0,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3K8C,338.13,Fee Buy: Unknown,
329,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75620,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,12.65,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3YRZ,0.0,Fee Buy: Unknown,
330,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75620,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,12.65,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1NKYWS,12.65,Fee Buy: Unknown,
331,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75620,Evergreen_Prog_Auction_Cross C,2021-07-01,Fees,12.65,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3L58,0.0,Fee Buy: Unknown,
332,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75620,Evergreen_Prog_Auction_Cross C,2021-08-01,Fees,12.65,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3L58,0.0,Fee Buy: Unknown,
333,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75620,Evergreen_Prog_Auction_Cross C,2021-08-01,Fees,12.65,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K3YRZ,0.0,Fee Buy: Unknown,
334,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75620,Evergreen_Prog_Auction_Cross C,2021-08-01,Fees,12.65,Approved,DBLVERIF,0.0,,Luke Goldstein,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1NKYWS,12.65,Fee Buy: Unknown,
335,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75621,Evergreen_Prog_Auction_Cross C,2021-06-01,Basebuy,31992.04,Approved,CANVAS,32144.9,,Luke Goldstein,2021-08-05,CEN_IND_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Ind - TTD - Basic_0x0_None_DVFB_NON_N_No Button_N_NON,P1K3NBX,17093.4,"Media Buy (Ordered <> Billable): Delta = $14,898.64",Dependent
336,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75621,Evergreen_Prog_Auction_Cross C,2021-06-01,Basebuy,31992.04,Approved,CANVAS,32144.9,,Luke Goldstein,2021-08-05,CEN_IND_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Ind - Amazon - Autos - 1PD_0x0_None_DVFB_NON_N_No Button_N_NON,P1NKCQD,6418.3,"Media Buy (Ordered <> Billable): Delta = $25,573.74",Dependent
337,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75621,Evergreen_Prog_Auction_Cross C,2021-06-01,Basebuy,31992.04,Approved,CANVAS,32144.9,,Luke Goldstein,2021-08-05,CEN_IND_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Ind - DV360 - TrV_0x0_None_DVFB_NON_N_No Button_N_NON,P1K3NCY,8475.39,"Media Buy (Ordered <> Billable): Delta = $23,516.65",Dependent
338,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75621,Evergreen_Prog_Auction_Cross C,2021-07-01,Basebuy,18766.03,Approved,CANVAS,0.0,,Luke Goldstein,2021-07-06,CEN_IND_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Ind - TTD - Basic_0x0_None_DVFB_NON_N_No Button_N_NON,P1K3NBX,10208.92,"Media Buy (Ordered <> Billable): Delta = $8,557.11",Dependent
339,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75621,Evergreen_Prog_Auction_Cross C,2021-07-01,Basebuy,18766.03,Approved,CANVAS,0.0,,Luke Goldstein,2021-07-06,CEN_IND_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Ind - DV360 - TrV_0x0_None_DVFB_NON_N_No Button_N_NON,P1K3NCY,4784.55,"Media Buy (Ordered <> Billable): Delta = $13,981.48",Dependent
340,2021-07_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75621,Evergreen_Prog_Auction_Cross C,2021-07-01,Basebuy,18766.03,Approved,CANVAS,0.0,,Luke Goldstein,2021-07-06,CEN_IND_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Ind - Amazon - Autos - 1PD_0x0_None_DVFB_NON_N_No Button_N_NON,P1NKCQD,3879.39,"Media Buy (Ordered <> Billable): Delta = $14,886.64",Dependent
341,2021-08_HDA1 Central Digital Grid,CWW,IWA_Hyundai_Tier 2_Central,75621,Evergreen_Prog_Auction_Cross C,2021-08-01,Basebuy,23510.14,Approved,CANVAS,0.0,,Luke Goldstein,2021-08-05,CEN_IND_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_NON_NON_CPA_HDAA - Cen - Ind - DV360 - TrV_0x0_None_DVFB_NON_N_No Button_N_NON,P1K3NCY,6252.7,"Media Buy (Ordered <> Billable): Delta = $17,257.44",Dependent
