,Sheet Name,Primary,Client Name,Est,Estimate Name,Month of Service,Product Name,Ordered,Status,Publisher,Billed,Missing Invoice/Incorrect Placement,Assigned To,Due Date,Placement name,Placement ID,Actual Net Billable,Approval Status,Estimate Status
1602,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75763,Evergreen_Prog_Auction_Cross C,2021-07-01,Basebuy,13861.83,Approved,CANVAS,0.0,,Marika O'Hara,2021-07-06,MTN_PHO_HYU_CRP_CRC_NON_BHT_P2+++_HSP_CANVAS PROGRAMMATIC_INM_OPX_NON_VCR_HDAA - MTN - PHO - HM - TTD - Basic_0x0_None_DVB_NON_N_No Button_N_NON,P1K2HYP,8847.98,"Media Buy (Ordered <> Billable): Delta = $5,013.85",Dependent
1603,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75763,Evergreen_Prog_Auction_Cross C,2021-08-01,Basebuy,16211.82,Approved,CANVAS,0.0,,Marika O'Hara,2021-08-05,MTN_PHO_HYU_CRP_CRC_NON_BHT_P2+++_HSP_CANVAS PROGRAMMATIC_INM_OPX_NON_VCR_HDAA - MTN - PHO - HM - TTD - Basic_0x0_None_DVB_NON_N_No Button_N_NON,P1K2HYP,10347.98,"Media Buy (Ordered <> Billable): Delta = $5,863.84",Dependent
1604,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75763,Evergreen_Prog_Auction_Cross C,2021-08-01,Basebuy,16211.82,Approved,CANVAS,0.0,,Marika O'Hara,2021-08-05,MTN_PHO_HYU_CRP_CRC_NON_BHT_P2+++_HSP_CANVAS PROGRAMMATIC_INM_OPX_NON_VCR_HDAA - MTN - PHO - HM - DV360 - TrV_0x0_None_DVB_NON_N_No Button_N_NON,P1K2HYQ,5863.85,"Media Buy (Ordered <> Billable): Delta = $10,347.97",Dependent
1605,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75764,Evergreen_ProgDigitalTV_Auctio,2021-06-01,Fees,45.08,Approved,DBLVERIF,154.44,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2GVJ,45.08,Fee Buy: Unknown,
1606,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75764,Evergreen_ProgDigitalTV_Auctio,2021-06-01,Fees,118.37,Approved,DCM,154.44,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2GVC,118.37,Fee Buy: Unknown,
1607,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75764,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Fees,133.16,Approved,DBLVERIF,0.0,,Marika O'Hara,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2GVJ,101.38,Fee Buy: Unknown,
1608,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75764,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Fees,101.38,Approved,DCM,0.0,,Marika O'Hara,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2GVC,101.38,Fee Buy: Unknown,
1609,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75764,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Fees,101.38,Approved,DBLVERIF,133.16,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2GVJ,101.38,Fee Buy: Unknown,
1610,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75764,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Fees,142.07,Approved,DBLVERIF,0.0,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2GVJ,142.07,Fee Buy: Unknown,
1611,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75764,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Fees,142.07,Approved,DCM,0.0,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2GVC,142.07,Fee Buy: Unknown,
1612,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75765,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Basebuy,9934.86,Approved,CANVAS,0.0,,Marika O'Hara,2021-07-06,MTN_ABQ_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_LIF_OPX_NON_VCR_HDAA - MTN - ABQ - DigitalTV - TTD - Basic_0x0_None_DVB_NON_N_No Button_N_NON,P1K2GV6,9899.49,Media Buy (Ordered <> Billable): Delta = $35.37,Dependent
1613,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75765,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Basebuy,13049.78,Approved,CANVAS,0.0,,Marika O'Hara,2021-08-05,MTN_ABQ_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_LIF_OPX_NON_VCR_HDAA - MTN - ABQ - DigitalTV - TTD - Basic_0x0_None_DVB_NON_N_No Button_N_NON,P1K2GV6,13922.57,Media Buy (Ordered <> Billable): Delta = $-872.79,Dependent
1614,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75766,Evergreen_ProgDigitalTV_Auctio,2021-06-01,Fees,37.0,Approved,DBLVERIF,135.9,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2H9G,37.0,Fee Buy: Unknown,
1615,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75766,Evergreen_ProgDigitalTV_Auctio,2021-06-01,Fees,97.07,Approved,DCM,135.9,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2H9C,97.07,Fee Buy: Unknown,
1616,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75766,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Fees,135.96,Approved,DBLVERIF,0.0,,Marika O'Hara,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2H9G,76.5,Fee Buy: Unknown,
1617,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75766,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Fees,76.5,Approved,DCM,0.0,,Marika O'Hara,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2H9C,76.5,Fee Buy: Unknown,
1618,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75766,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Fees,76.5,Approved,DBLVERIF,135.96,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2H9G,76.5,Fee Buy: Unknown,
1619,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75766,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Fees,135.96,Approved,DBLVERIF,0.0,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2H9G,135.96,Fee Buy: Unknown,
1620,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75766,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Fees,135.96,Approved,DCM,0.0,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2H9C,135.96,Fee Buy: Unknown,
1621,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75767,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Basebuy,7497.0,Approved,CANVAS,0.0,,Marika O'Hara,2021-07-06,MTN_BOI_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_LIF_OPX_NON_VCR_HDAA - MTN - BOI - DigitalTV - TTD - Basic_0x0_None_DVB_NON_N_No Button_N_NON,P1K2H99,7497.0,Media Buy: Approved,
1622,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75767,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Basebuy,13324.08,Approved,CANVAS,0.0,,Marika O'Hara,2021-08-05,MTN_BOI_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_LIF_OPX_NON_VCR_HDAA - MTN - BOI - DigitalTV - TTD - Basic_0x0_None_DVB_NON_N_No Button_N_NON,P1K2H99,13324.08,Media Buy: Approved,
1623,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75768,Evergreen_ProgDigitalTV_Auctio,2021-06-01,Fees,31.14,Approved,DBLVERIF,106.39,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HDS,31.14,Fee Buy: Unknown,
1624,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75768,Evergreen_ProgDigitalTV_Auctio,2021-06-01,Fees,81.68,Approved,DCM,106.39,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HDP,81.68,Fee Buy: Unknown,
1625,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75768,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Fees,80.25,Approved,DBLVERIF,0.0,,Marika O'Hara,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HDS,80.25,Fee Buy: Unknown,
1626,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75768,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Fees,80.25,Approved,DCM,0.0,,Marika O'Hara,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HDP,80.25,Fee Buy: Unknown,
1627,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75768,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Fees,106.39,Approved,DBLVERIF,0.0,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HDS,106.39,Fee Buy: Unknown,
1628,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75768,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Fees,106.39,Approved,DCM,0.0,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HDP,106.39,Fee Buy: Unknown,
1629,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75769,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Basebuy,7864.93,Approved,CANVAS,0.0,,Marika O'Hara,2021-07-06,MTN_DEN_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_LIF_OPX_NON_VCR_HDAA - MTN - DEN - DigitalTV - TTD - Basic_0x0_None_DVB_NON_N_No Button_N_NON,P1K2HDG,7864.93,Media Buy: Approved,Dependent
1630,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75769,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Basebuy,10426.42,Approved,CANVAS,0.0,,Marika O'Hara,2021-08-05,MTN_DEN_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_LIF_OPX_NON_VCR_HDAA - MTN - DEN - DigitalTV - TTD - Basic_0x0_None_DVB_NON_N_No Button_N_NON,P1K2HDG,10426.43,Media Buy (Ordered <> Billable): Delta = $-0.01,Dependent
1631,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75770,Evergreen_ProgDigitalTV_Auctio,2021-06-01,Fees,112.8,Approved,DBLVERIF,394.95,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HGP,112.8,Fee Buy: Unknown,
1632,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75770,Evergreen_ProgDigitalTV_Auctio,2021-06-01,Fees,295.77,Approved,DCM,394.95,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HGM,295.77,Fee Buy: Unknown,
1633,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75770,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Fees,329.85,Approved,DBLVERIF,0.0,,Marika O'Hara,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HGP,329.85,Fee Buy: Unknown,
1634,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75770,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Fees,329.85,Approved,DCM,0.0,,Marika O'Hara,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HGM,329.85,Fee Buy: Unknown,
1635,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75770,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Fees,395.55,Approved,DBLVERIF,0.0,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1QYFY3,0.0,Fee Buy: Unknown,
1636,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75770,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Fees,395.55,Approved,DBLVERIF,0.0,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HGP,395.55,Fee Buy: Unknown,
1637,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75770,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Fees,395.55,Approved,DCM,0.0,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HGM,395.55,Fee Buy: Unknown,
1638,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75771,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Basebuy,32325.3,Approved,CANVAS,0.0,,Marika O'Hara,2021-07-06,MTN_PHO_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_LIF_OPX_NON_VCR_HDAA - MTN - PHO - DigitalTV - TTD - Basic_0x0_None_DVB_NON_N_No Button_N_NON,P1K2HGG,32325.05,Media Buy (Ordered <> Billable): Delta = $0.25,Dependent
1639,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75771,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Basebuy,39063.9,Approved,CANVAS,0.0,,Marika O'Hara,2021-08-05,MTN_PHO_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_LIF_OPX_NON_VCR_HDAA - MTN - PHO - DigitalTV - TTD - Basic_0x0_None_DVB_NON_N_No Button_N_NON,P1K2HGG,23763.9,"Media Buy (Ordered <> Billable): Delta = $15,300.00",Dependent
1640,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75771,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Basebuy,39063.9,Approved,CANVAS,0.0,,Marika O'Hara,2021-08-05,MTN_PHO_HYU_CND_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PGD_GP_CPA_HDAA - MTN - PHO - DigitalTV - YouTubeTV - DV360 - GP_0x0_None_DVM_NON_N_No Button_N_NON,P1QYFVC,15000.0,"Media Buy (Ordered <> Billable): Delta = $24,063.90",Dependent
1641,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75772,Evergreen_ProgDigitalTV_Auctio,2021-06-01,Fees,519.91,Approved,DBLVERIF,283.67,,Marika O'Hara,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HKB,148.71,Fee Buy: Unknown,
1642,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75772,Evergreen_ProgDigitalTV_Auctio,2021-06-01,Fees,148.71,Approved,DBLVERIF,519.91,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HKB,148.71,Fee Buy: Unknown,
1643,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75772,Evergreen_ProgDigitalTV_Auctio,2021-06-01,Fees,392.11,Approved,DCM,519.91,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HK8,392.11,Fee Buy: Unknown,
1644,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75772,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Fees,362.2,Approved,DBLVERIF,0.0,,Marika O'Hara,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HKB,362.2,Fee Buy: Unknown,
1645,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75772,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Fees,362.2,Approved,DCM,0.0,,Marika O'Hara,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HK8,362.2,Fee Buy: Unknown,
1646,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75772,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Fees,484.74,Approved,DBLVERIF,0.0,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1QYG81,0.0,Fee Buy: Unknown,
1647,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75772,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Fees,484.74,Approved,DBLVERIF,0.0,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HKB,484.74,Fee Buy: Unknown,
1648,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75772,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Fees,484.74,Approved,DCM,0.0,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HK8,484.74,Fee Buy: Unknown,
1649,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75773,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Basebuy,35495.34,Approved,CANVAS,0.0,,Marika O'Hara,2021-07-06,MTN_SLC_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_LIF_OPX_NON_VCR_HDAA - MTN - SLC - DigitalTV - TTD - Basic_0x0_None_DVB_NON_N_No Button_N_NON,P1K2HJY,35250.55,Media Buy (Ordered <> Billable): Delta = $244.79,Dependent
1650,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75773,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Basebuy,42119.18,Approved,CANVAS,0.0,,Marika O'Hara,2021-08-05,MTN_SLC_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_LIF_OPX_NON_VCR_HDAA - MTN - SLC - DigitalTV - TTD - Basic_0x0_None_DVB_NON_N_No Button_N_NON,P1K2HJY,39504.64,"Media Buy (Ordered <> Billable): Delta = $2,614.54",Dependent
1651,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75773,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Basebuy,42119.18,Approved,CANVAS,0.0,,Marika O'Hara,2021-08-05,MTN_SLC_HYU_CND_NON_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PGD_GP_CPA_HDAA - MTN - SLC - DigitalTV - YouTubeTV - DV360 - GP_0x0_None_DVFM_NON_N_No Button_N_NON,P1QYG7B,8000.0,"Media Buy (Ordered <> Billable): Delta = $34,119.18",Dependent
1652,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75774,Evergreen_ProgDigitalTV_Auctio,2021-06-01,Fees,29.89,Approved,DBLVERIF,110.88,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HQ9,29.89,Fee Buy: Unknown,
1653,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75774,Evergreen_ProgDigitalTV_Auctio,2021-06-01,Fees,78.37,Approved,DCM,110.88,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HQ6,78.37,Fee Buy: Unknown,
1654,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75774,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Fees,91.39,Approved,DBLVERIF,0.0,,Marika O'Hara,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HQ9,91.39,Fee Buy: Unknown,
1655,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75774,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Fees,91.39,Approved,DCM,0.0,,Marika O'Hara,2021-07-06,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HQ6,91.39,Fee Buy: Unknown,
1656,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75774,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Fees,110.88,Approved,DBLVERIF,0.0,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DOUBLE VERIFY_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HQ9,110.88,Fee Buy: Unknown,
1657,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75774,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Fees,110.88,Approved,DCM,0.0,,Marika O'Hara,2021-08-05,NON_NON_NON_NON_NON_NON_NON_NON_NON_DCM_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON_NON,P1K2HQ6,110.88,Fee Buy: Unknown,
1658,2021-07_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75775,Evergreen_ProgDigitalTV_Auctio,2021-07-01,Basebuy,8956.42,Approved,CANVAS,0.0,,Marika O'Hara,2021-07-06,MTN_TUC_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_LIF_OPX_NON_VCR_HDAA - MTN - TUC - DigitalTV - TTD - Basic_0x0_None_DVB_NON_N_No Button_N_NON,P1K2HQ0,8954.34,Media Buy (Ordered <> Billable): Delta = $2.08,Dependent
1659,2021-08_HDA7 Mountain Digital Grid,CWW,IWA_Hyundai_Tier2_Mountain,75775,Evergreen_ProgDigitalTV_Auctio,2021-08-01,Basebuy,10866.24,Approved,CANVAS,0.0,,Marika O'Hara,2021-08-05,MTN_TUC_HYU_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC_LIF_OPX_NON_VCR_HDAA - MTN - TUC - DigitalTV - TTD - Basic_0x0_None_DVB_NON_N_No Button_N_NON,P1K2HQ0,10866.24,Media Buy: Approved,Dependent
