,Campaign,Campaign ID,Site (DCM),Month,Platform,Placement,Creative Type,Impressions,Clicks,Publisher,Cost,Estimate code
397,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_WES_SEA_NON,24950273,Canvas Programmatic 2,2021-06-01,DCM,WES_SEA_SFN_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.14@9852599730@6#h#iCEiJsY@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,22019,38,DCM,0.77,75642.0
398,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_WES_SEA_NON,24950273,Canvas Programmatic 2,2021-06-01,DCM,WES_SEA_SFN_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.14@9843516413@6#h#iCEiJsY@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,189818,341,DCM,6.64,75642.0
399,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_WES_SEA_NON,24950273,Canvas Programmatic 2,2021-06-01,DCM,WES_SEA_TUC_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.2@9852599730@l7FZkgATz#c@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,18080,37,DCM,0.63,75642.0
400,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_WES_SEA_NON,24950273,Canvas Programmatic 2,2021-06-01,DCM,WES_SEA_TUC_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.2@9843516413@l7FZkgATz#c@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,154467,298,DCM,5.41,75642.0
401,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_WES_SEA_NON,24950273,Canvas Programmatic 4,2021-06-01,DCM,WES_SEA_SEN_CRP_CRC_HYU_RET_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralRetentionSedan-:15-Multi-T2-301740420|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,170423,230,DCM,42.61,75642.0
402,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_WES_SEA_NON,24950273,Canvas Programmatic 4,2021-06-01,DCM,WES_SEA_SEN_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralConquestingSedan-:15-Multi-T2-301738422|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,601796,1189,DCM,150.45,75642.0
403,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_WES_SEA_NON,24950273,Canvas Programmatic 4,2021-06-01,DCM,WES_SEA_SUV_CRP_CRC_HYU_RET_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralRetentionSUV-:15-Multi-T2-301964455|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,206004,341,DCM,51.50,75642.0
404,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_WES_SEA_NON,24950273,Canvas Programmatic 4,2021-06-01,DCM,WES_SEA_SUV_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralConquestingSUV-:15-Multi-T2-301663235|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,617282,1161,DCM,154.32,75642.0
405,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_WES_POR_NON,25018569,Canvas Programmatic,2021-06-01,DCM,WES_POR_HYU_CRP_CRC_HYU_RMR_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRRemarketingPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,6854,10,DCM,1.71,75646.0
406,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_WES_POR_NON,25018569,Canvas Programmatic,2021-06-01,DCM,WES_POR_HYU_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRConquestingPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,2589,6,DCM,0.65,75646.0
407,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_WES_POR_NON,25018569,Canvas Programmatic,2021-06-01,DCM,WES_POR_HYU_CRP_CRC_NON_DMT_A2554_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|DemoPMPPremiumFEP-:30-Multi-T2A|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,122434,255,DCM,30.61,75646.0
408,Evergreen_ProgDigitalTV_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2A_LIF_WES_POR_NON,25018569,Canvas Programmatic,2021-06-01,DCM,WES_POR_HYU_CTV_CRC_HYU_RMR_P2+++_NON_CANVAS PROGRAMMATIC_LIF_PMP_NON_VCR_|ACRRemarketingPremiumCTV-:30-Multi-T2A|_0x0_None_DVFM_NON_N_No Button_N_ISV,In-Stream Video,182883,2,DCM,45.72,75646.0
